"file_url","file_name","file_type","site_id","description","version","file_size","id","created_date","updated_date","created_by_id","is_sample"
"https://base44.app/api/apps/6a6b4d670139b3351c681e49/files/mp/public/6a6b4d670139b3351c681e49/7ae989470_CargoCare-SOP.pdf","Cargo Care - SOP.pdf","SOP","6a731c52746a2f29cf7155b1","","1.0","215314","6a731c72f599109ba462368b","2026-08-05T11:20:18.303000","2026-08-05T11:20:18.303000","6a6b4d670139b3351c681e4a","false"
